,title,company,rating,location,salary,summary
1210,Tech Lead - Legacy Apps,3M - TCOE,,"Bengaluru, Karnataka",,"May manage small team of software engineers by providing advice, coaching, mentoring, and assisting to resolve complex technical or design issues.30+ days ago"
1211,Principal Engineer,Neiman Marcus GTS,,"Bengaluru, Karnataka",,"Experience with automated testing,deployment pipelines and cloud based infrastructure.5+ years of experience working with distributed teams and mentoring…14 days ago"
1212,Domain Solution Architect,Nokia Solutions and Networks India Private Limited,4.1,"Bengaluru, Karnataka",,"MN RAN Architecture unit owns 5G/NR, 4G/LTE, 3G/WCDMA and 2G/GSM system and product architecture.We develop leading edge multipurpose SW and HW solutions to…30+ days ago"
1213,Software Engineer,Pearson India Education Services Private Limited,3.9,"Bengaluru, Karnataka",,Lead/oversee daily/weekly touch-point meetings with business and partner application teams including vendor teams.Experience in Spring boot and Microservices :30+ days ago
1214,Lead Engineer,Nike,4.1,"Bengaluru, Karnataka",,"Diverse experience in development of applications using cloud providers like AWS, Microsoft Azure.Ability to Create automate unit tests, regression and…30+ days ago"
1215,Lead Developer - Java,Advance Auto Parts,3.4,"Hyderabad, Telangana",,O 3+ years working experience with major cloud platforms such as AWS.Deep hands-on experience with the following technologies: > Deep technical hands-on…30+ days ago
1216,Lead Engineer- Python,Nike,4.1,"Bengaluru, Karnataka",,"A minimum of 8-12 years software development experience Technical Leadership in a highly collaborative, multi-discipline development team environment Experience…30+ days ago"
1217,Software Engineer II (Java) - Logistics,ANSR,2.7,"Bengaluru, Karnataka",,"Partner with engineers, architects and other teams to ensure that the ecosystem of services remains loosely coupled and independently scalable.30+ days ago"
1218,Java Software Engineer - WFH,Star Jobs Private Limited,,"Bengaluru, Karnataka•Remote",,Kafka/RabbitMQ/ActiveMQ/SwiftMQ– Any Messaging Queue tools – min. 1 year.Agile and understand the CI/CD pipeline.Participate in agile development program.30+ days ago
1219,Senior Software Engineer - Python - Elastic search,Continuum Managed Solutions LLP,,"Bengaluru, Karnataka",,"The candidate will engage with the product management, provide technical leadership to a team of engineers for implementation and roll out of various modules.30+ days ago"
1220,ImmediateJoiners! Java AWS @ Innova Solutions - Chennai,Innova Solutions Private Limited,4.0,"Chennai, Tamil Nadu",,"Minimum 2 to 5 years in Java/.Good Experience in Java Script / HTML/ CSS.Cloud application development, including serverless and containerized in AWS,…30+ days ago"
1221,Dotnet Developer with React or Angular Knowledge - B'lore,2COMS Consulting Private Limited,3.8,"Bengaluru, Karnataka",,"Looking for Software and Senior Software Engineers with 4 to 10 years of experience working with architectural and design concepts like microservices, event…30+ days ago"
1222,Full stack Application Architect,7-Eleven,3.5,"Bengaluru, Karnataka",,"As a Full-Stack Engineer, youll using cutting-edge open-source frameworks, all on the cloud.Through machine learning, artificial intelligence, and next-level…30+ days ago"
1223,Senior Data Engineer,Walmart,3.5,"Bengaluru, Karnataka",,We use technology to operate smarter and deliver everyday low prices (EDLP) to customers and members.Problem Formulation: Identifies possible options to…21 days ago
1224,Technical or Senior Technical Specialist,Nokia Solutions and Networks India Private Limited,4.1,"Bengaluru, Karnataka",,"With state-of-the-art software, hardware and services for any type of network, Nokia is uniquely positioned to help communication service providers, governments…30+ days ago"
1225,Digital Solutions - Sr. GCP Data Engineer,Telus International,3.8,India,,"Should be able to develop backend objects using Cloud Storage-Should be familiar with GCP Cloud SQL, Cloud Data Fusion and Google Big Query.30+ days ago"
1226,Senior Software Engineer - Guidewire Claim center - Configur...,CGI Information Systems and Management Consultants,3.6,"Chennai, Tamil Nadu",,". Experience in implementing cloud solution.Possess sufficient knowledge and skills to effectively deal with issues, challenges within field of specialization…9 days ago"
1227,Web Application QA Engineer,2COMS Consulting Private Limited,3.8,"Kolkata, West Bengal",,"Â— Experience in testing cloud hosted backends & frontends.Applications (Automating Workflows, Extracting Insight from data, Architect and build Platforms).30+ days ago"
1228,Java Developer,CGI Information Systems and Management Consultants,3.6,"Bengaluru, Karnataka",,"Member with AI/ML, Azure cloud and docker knowledge will be given priority.. Proven experience as a Software Engineer with very good Knowledge of Java,…30+ days ago"
1229,Senior Test Engineer_Oracle EBS Finance,CGI Information Systems and Management Consultants,3.6,"Bengaluru, Karnataka",,Works independently under limited supervision and applies knowledge of subject matter in Test Automation.Possess sufficient knowledge and skills to effectively…30+ days ago
1230,PYTHON DEVELOPER,CGI Information Systems and Management Consultants,3.6,"Bengaluru, Karnataka",,. Good to have Data Engineering experience blended along with core software engineering experience (not looking for a pure play data engineer).30+ days ago
1231,Hiring Senior Mobile Automation test Engineer,Sun Technology Integrators Private Limited,3.8,"Bengaluru, Karnataka",,Hands on experience in developing and running mobile test scripts on cloud platforms especially on Sauce labs.Relevant Years of Experience: 5+.30+ days ago
1232,Principal Engineer I - Java & Python,ANSR,2.7,"Bengaluru, Karnataka",,"Experience working in a distributed/cloud-based environment (e.g. Amazon EC2, GCE, Rackspace, Azure etc.).Design RESTful APIs following domain-driven design.30+ days ago"
1233,Senior Software Engineer - Python - Elastic search,Continuum Managed Solutions LLP,,"Bengaluru, Karnataka",,"The candidate will engage with the product management, provide technical leadership to a team of engineers for implementation and roll out of various modules.30+ days ago"
1234,ImmediateJoiners! Java AWS @ Innova Solutions - Chennai,Innova Solutions Private Limited,4.0,"Chennai, Tamil Nadu",,"Minimum 2 to 5 years in Java/.Good Experience in Java Script / HTML/ CSS.Cloud application development, including serverless and containerized in AWS,…30+ days ago"
1235,Dotnet Developer with React or Angular Knowledge - B'lore,2COMS Consulting Private Limited,3.8,"Bengaluru, Karnataka",,"Looking for Software and Senior Software Engineers with 4 to 10 years of experience working with architectural and design concepts like microservices, event…30+ days ago"
1236,Engineering II/III,lululemon India Tech Hub,,"Bengaluru, Karnataka",,This team is responsible for creating apis and backend integration following microservices architecture principals on AWS cloud infrastructure stack.30+ days ago
1237,"Senior Software Engineer III, India Marketing Technology ICC",Nike,4.1,"Bengaluru, Karnataka",,"Experience using cloud services to build an integrated application in production (AWS - EC2, ECS, API gateway, Lambda).30+ days ago"
1238,I7 - Senior Software Engineer (Developer) - 1062,Dell Technologies,4.0,"Bengaluru, Karnataka",,"As a Senior Software Engineer, you will be responsible for developing sophisticated systems and software basis the customer’s business goals, needs and general…30+ days ago"
1239,SENIOR SYSTEMS ENGINEER,CGI Information Systems and Management Consultants,3.6,"Chennai, Tamil Nadu",,Minimum 7 years of experience in remote infrastructure management.. 6+ years working experience on Windows 2008 2012 and 2016.30+ days ago
1240,DWS Platform Security Engineer,Pearson India Education Services Private Limited,3.9,"Bengaluru, Karnataka",,"Assist in deployment for DWS' desktop and cloud security product portfolio and.Work, engage and collaborate using a broad range of technology, initiatives and.24 days ago"
1241,Software Engineer III - Android,Walmart,3.5,"Bengaluru, Karnataka",,Familiarity with cloud message APIs and push notifications.We use technology to operate smarter and deliver everyday low prices (EDLP) to customers and members…16 days ago
1242,SM - Data Engineer ( Python + Spark + GCP ),Golden Opportunities Private Limited,,"Bengaluru, Karnataka",,"Data Engineer Must have 10+ years of experience as Data Engineer Expertise in Python with Spark Google Cloud hands on experience Design, develop and own E2E…30+ days ago"
1243,Technical or Senior Technical Specialist,Nokia Solutions and Networks India Private Limited,4.1,"Bengaluru, Karnataka",,"With state-of-the-art software, hardware and services for any type of network, Nokia is uniquely positioned to help communication service providers, governments…30+ days ago"
1244,Domain Solution Architect,Nokia Solutions and Networks India Private Limited,4.1,"Bengaluru, Karnataka",,"MN RAN Architecture unit owns 5G/NR, 4G/LTE, 3G/WCDMA and 2G/GSM system and product architecture.We develop leading edge multipurpose SW and HW solutions to…30+ days ago"
1245,Software Engineer,Pearson India Education Services Private Limited,3.9,"Bengaluru, Karnataka",,Lead/oversee daily/weekly touch-point meetings with business and partner application teams including vendor teams.Experience in Spring boot and Microservices :30+ days ago
1246,Senior Software Engineer-DevOps,CGI Information Systems and Management Consultants,3.6,"Bengaluru, Karnataka",,". Expertise in cloud(Azure), Docker and Kubernetes.. 2+ years - Expertise in cloud (Azure), Docker and Kubernetes.. Expertise on CI/CD tools-Like Jenkins.17 days ago"
1247,Engineering II/III DevOps,lululemon India Tech Hub,,"Bengaluru, Karnataka",,"Recovery Experience working with a variety of vendor APIs including cloud, physical and logical.This team is responsible for creating apis and backend…30+ days ago"
1248,Principal Software Engineer,Walmart,3.5,"Bengaluru, Karnataka",,"Help hire, upskill and mentor a strong team of data engineers.Leads the work of other small groups of six to ten engineers, including offshore associates.21 days ago"
1249,PYTHON DEVELOPER,CGI Information Systems and Management Consultants,3.6,"Bengaluru, Karnataka",,. Good to have Data Engineering experience blended along with core software engineering experience (not looking for a pure play data engineer).30+ days ago
