,title,company,rating,location,salary,summary
1839,Senior Software Engineer - Oracle ADF,CGI Information Systems and Management Consultants,3.6,"Bengaluru, Karnataka",,"Possess sufficient knowledge and skills to effectively deal with issues, challenges within field of specialization to develop simple applications solutions.30+ days ago"
1840,"Senior Software Engineer III, India Marketing Technology ICC",Nike,4.1,"Bengaluru, Karnataka",,"Experience using cloud services to build an integrated application in production (AWS - EC2, ECS, API gateway, Lambda).30+ days ago"
1841,Lead Developer I - Java,ANSR,2.7,"Bengaluru, Karnataka",,"Partner with engineers, architects and other teams to ensure that the ecosystem of services remains loosely coupled and independently scalable.30+ days ago"
1842,AWS Devops Lead,Cynosure Corporate Solutions,,"Chennai, Tamil Nadu",,Experience in cloud platforms to upgrade and fix.Work experience as a DevOps Engineer or similar software engineering role.30+ days ago
1843,Manager(Search/Browse),Neiman Marcus GTS,,"Bengaluru, Karnataka",,"Experience with automated testing, deployment pipelines and cloud based infrastructure.This position is for a Manager, Product Engineering who will help us…16 days ago"
1844,Software Engineer,ANSR,2.7,"Bengaluru, Karnataka",,"Partner with principal engineers, architects and other teams to ensure that the ecosystem of services remains loosely coupled and independently scalable.30+ days ago"
1845,Lead Engineer - Full Stack,7-Eleven,3.5,"Bengaluru, Karnataka",,"As a Full-Stack Engineer, youll using cutting-edge open source frameworks, all on the cloud.Through machine learning, artificial intelligence, and next-level…30+ days ago"
1846,Data Engineer AWS,Latent View Analytics Private Limited,,"Chennai, Tamil Nadu",,The right candidate will be excited by the prospect of optimizing or even re-designing our data architecture to support our client's future data platform built…30+ days ago
1847,Software Engineer III -Fullstack,Walmart,3.5,"Bengaluru, Karnataka",,We use technology to operate smarter and deliver everyday low prices (EDLP) to customers and members.Bachelor's degree in Computer Science or related technical…7 days ago
1848,Principal Software Engineer,Walmart,3.5,"Bengaluru, Karnataka",,"Help hire, upskill and mentor a strong team of data engineers.Leads the work of other small groups of six to ten engineers, including offshore associates.21 days ago"
1849,"Software Developer II - Spring Boot, Microservices, AWS",Advance Auto Parts,3.4,"Hyderabad, Telangana",,"Will often require to take a lead role in the entire development cycle, conduct design and code reviews, and have a heavy input throughout the process, from…30+ days ago"
1850,Engineer II - Software (Java & Python),ANSR,2.7,"Bengaluru, Karnataka",,"Partner with engineers, architects and other teams to ensure that the ecosystem of services remains loosely coupled and independently scalable.30+ days ago"
1851,JAVA Backend Developer,Aspire Systems India Private Limited,3.9,"Hyderabad, Telangana",,Candidate should have minimum 3+ years of experience in Oops and Core Java.Should have strong experience in Persistence Frameworks(Hibernate) & Should be…30+ days ago
1852,Principal Engineer I - Java & Python,Nike,4.1,"Bengaluru, Karnataka",,"Experience working in a distributed/cloud-based environment (e.g. Amazon EC2, GCE, Rackspace, Azure etc.).Design RESTful APIs following domain-driven design.30+ days ago"
1853,"Lead Developer - Java, Springboot",Falabella,,"Bengaluru, Karnataka",,Experience in building high-volume transactional customer facing systems desirable Strong programming knowledge in one of the language Java/Groovy is must…30+ days ago
1854,Hiring Senior Mobile Automation test Engineer,Sun Technology Integrators Private Limited,3.8,"Bengaluru, Karnataka",,Hands on experience in developing and running mobile test scripts on cloud platforms especially on Sauce labs.Relevant Years of Experience: 5+.30+ days ago
1855,iOS developer,Winfoglobal Technologies Private Limited,,"Bengaluru, Karnataka",, Familiarity with cloud message APIs and push notifications.We are looking for an iOS developer responsible for the development and maintenance of…30+ days ago
1856,DevOps Lead,Cynosure Corporate Solutions,,"Chennai, Tamil Nadu",,"Experience in cloud platforms to upgrade and fix.As DevOps, you will be implementing a series of practices and processes that are intended to speed up and…30+ days ago"
1857,iOS developer | 2-3 Years | Immediate to 7 Days | Bangalore.,Winfoglobal Technologies Private Limited,,"Bengaluru, Karnataka",,Familiarity with cloud message APIs and push notifications.We are looking for an iOS developer responsible for the development and maintenance of applications…30+ days ago
1858,Magento Functional Engineer,CGI Information Systems and Management Consultants,3.6,"Bengaluru, Karnataka",,"Lead and mentor a team of ~3-4 engineers.Experience with supporting cloud applications on AWS, Azure, Google Cloud Platform.30+ days ago"
1859,Lead Application Engineer Retail Commerce POS,Nike,4.1,"Bengaluru, Karnataka",,"As a Lead Application Engineer, you will be part of Retail Commerce organization, which is responsible for building next generation tools for Nike stores to…30+ days ago"
1860,Engineer IV/V (XStore),lululemon India Tech Hub,,"Bengaluru, Karnataka",,"Through the Hub, we will expand our capabilities in Product Systems, Merchandising and Planning, Digital Presence, Distribution and Logistics, and Corporate…30+ days ago"
1861,Lead Engineer I/II (QA),lululemon India Tech Hub,,"Bengaluru, Karnataka",,"Basic understanding of cloud based infrastructure and web services.Work with vendor staffed QA analysts, engineers to drive test execution, planning.30+ days ago"
1862,Devops - Karnataka,2COMS Consulting Private Limited,3.8,"Bengaluru, Karnataka","₹50,000 - ₹2,00,000 a year","Work experience as a DevOps Engineer or similar software engineering role, Good knowledge of Terraform, Powershell, OS Knowledge Windows and Linux, Git and…25 days ago"
1863,Lead Engineer - Full Stack,7-Eleven,3.5,"Bengaluru, Karnataka",,"As a Full-Stack Engineer, youll using cutting-edge open source frameworks, all on the cloud.Through machine learning, artificial intelligence, and next-level…30+ days ago"
1864,Java - Principal Software Engineer - IT,Dell Technologies,4.0,"Bengaluru, Karnataka",,Be a part of a team that’s ensuring Dell Technologies' product integrity and customer satisfaction.Serve as the lead developer to the initiatives and programs…30+ days ago
1865,Data Engineer,Golden Opportunities Private Limited,,"Mumbai, Maharashtra",,"Expertise with a mainstream object-oriented or functional programming language - Scala (preferred), Java, .NET/C#, C++, or related Strong experience with Linux…30+ days ago"
1866,Software Engineer,lululemon India Tech Hub,,"Bengaluru, Karnataka",,This team is responsible for creating apis and backend integration following microservices architecture principals on AWS cloud infrastructure stack.30+ days ago
1867,Principal Data Engineer - Python,Nike,4.1,"Bengaluru, Karnataka",,"Advanced experience building cloud scalable, real time and high-performance data lake solutions leveraging AWS, EMR, Spark, S3, Lamda & Streaming technologies.30+ days ago"
1868,Lead Engineer (Java) - Logistics,ANSR,2.7,"Bengaluru, Karnataka",,"Partner with engineers, architects and other teams to ensure that the ecosystem of services remains loosely coupled and independently scalable.30+ days ago"
1869,Senior Application Engineer- Hybris,Pearson India Education Services Private Limited,3.9,"Bengaluru, Karnataka",,"Implement, document and unit test complex modules using Java and Spring.Ensure Java code is of high quality and adheres to non-functional requirements.30+ days ago"
1870,DevOps Lead,Cynosure Corporate Solutions,,"Chennai, Tamil Nadu",,"Experience in cloud platforms to upgrade and fix.As DevOps, you will be implementing a series of practices and processes that are intended to speed up and…30+ days ago"
1871,Senior Software Engineer - Java Full Stack,CGI Information Systems and Management Consultants,3.6,"Bengaluru, Karnataka",,Skill - Java Developer with Spring-boot & Micro-services.Experience - 5 to 10 Years.Backend developer focuses on Developing and maintaining Product with…29 days ago
1872,Lead Developer I - Java & Python,ANSR,2.7,"Bengaluru, Karnataka",,"Partner with engineers, architects and other teams to ensure that the ecosystem of services remains loosely coupled and independently scalable.30+ days ago"
1873,Digital Solutions : Cloud Windows Server Administrator,Telus International,3.8,India,,Basic understanding of cloud design considerations and limitations and it's impact on Pricing.Experience in Google Cloud + Windows for RPAAS Support.30+ days ago
1874,Software Engineer III - Android,Walmart,3.5,"Bengaluru, Karnataka",,"Familiarity with cloud message APIs and push notifications.Were a team of 15,000+ software engineers, data scientists, and service professionals within Walmart…16 days ago"
1875,Staff Engineer,7-Eleven,3.5,"Bengaluru, Karnataka",,"Must effectively communicate with engineer, product and program management to bubble up status and escalations.But convenience is now being redefined.30+ days ago"
1876,Principal Engineer,Neiman Marcus GTS,,"Bengaluru, Karnataka",,"Experience with automated testing,deployment pipelines and cloud based infrastructure.5+ years of experience working with distributed teams and mentoring…15 days ago"
1877,AWS Devops Engineer,Star Jobs Private Limited,,"Noida, Uttar Pradesh",,"Knowledge on security related to cloud-based infrastructure.Enhance/maintain our VPC PaaS infrastructure in AWS cloud, set-up new application environments.30+ days ago"
1878,Lead Engineer- Python,Nike,4.1,"Bengaluru, Karnataka",,"A minimum of 8-12 years software development experience Technical Leadership in a highly collaborative, multi-discipline development team environment Experience…30+ days ago"
1879,Senior Data Engineer,ANSR,2.7,"Bengaluru, Karnataka",,Mentor and develop other data engineers in adopting best practices.Experience in Amazon Web Services (AWS) or other cloud platform tools.30+ days ago
1880,Senior Data Analyst,Nike,4.1,"Bengaluru, Karnataka",,"Write, drive, and prioritize thoughtful and detailed functional specifications for real-time operational and performance analytics using opensource streaming…30+ days ago"
1881,Senior Software Engineer-Python,CGI Information Systems and Management Consultants,3.6,"Hyderabad, Telangana",,Experience with microservices and cloud native frameworks a big plus.Works independently under limited supervision and applies knowledge of subject matter in…30+ days ago
1882,Sr Engineer/ Lead Ruby on Rails,Encora Innovation Labs India Private Limited,,"Bengaluru, Karnataka",,Knowledge of infrastructure and cloud (preferably AWS); experience with infrastructure-as-code (preferably Terraform).Sr. Engineer/Tech Lead – Ruby on Rails.30+ days ago
1883,Lead Engineer (Java) - Logistics,ANSR,2.7,"Bengaluru, Karnataka",,"Partner with engineers, architects and other teams to ensure that the ecosystem of services remains loosely coupled and independently scalable.30+ days ago"
1884,Software Engineer III,Nike,4.1,"Bengaluru, Karnataka",,"Partner with engineers, architects and other teams to ensure that the ecosystem of services remains loosely coupled and independently scalable.30+ days ago"
1885,Software Engineer II - Java & Python,ANSR,2.7,"Bengaluru, Karnataka",,"Partner with engineers, architects and other teams to ensure that the ecosystem of services remains loosely coupled and independently scalable.30+ days ago"
1886,PYTHON DEVELOPER,CGI Information Systems and Management Consultants,3.6,"Bengaluru, Karnataka",,. Good to have Data Engineering experience blended along with core software engineering experience (not looking for a pure play data engineer).30+ days ago
1887,Principal Software Engineer-IT Java Full Stack Developer,Dell Technologies,4.0,Remote,,"We are helping customers move into the future with multi-cloud, AI and machine learning through the most innovative technology and services portfolio for the…30+ days ago"
1888,Cloud Security Architect -Senior Engineer (Staff) / Manager,7-Eleven,3.5,"Bengaluru, Karnataka",,Design and develop security architectures for cloud and cloud/hybrid systems.Working knowledge of common and industry standard cloud-native/cloud-friendly…30+ days ago
1889,Technical or Senior Technical Specialist,Nokia Solutions and Networks India Private Limited,4.1,"Bengaluru, Karnataka",,"With state-of-the-art software, hardware and services for any type of network, Nokia is uniquely positioned to help communication service providers, governments…30+ days ago"
1890,Senior Software Engineer II Retail Commerce POS,Nike,4.1,"Bengaluru, Karnataka",,"As the Senior Software Engineer II, you will be part of Retail Commerce organization, which is responsible for building next generation tools for Nike stores to…30+ days ago"
1891,Senior Software Engineer II,Nike,4.1,"Bengaluru, Karnataka",,Should have experience in public cloud technologies.5+ years of professional experience in application engineering.3+ years hands-on experience in Java.30+ days ago
1892,Senior Data Engineer (Contractual Role),Nike,4.1,"Bengaluru, Karnataka",,Mentor and develop other data engineers in adopting best practices.Experience in Amazon Web Services (AWS) or other cloud platform tools.30+ days ago
1893,Digital Solutions - Sr. GCP Data Engineer,Telus International,3.8,India,,"Should be able to develop backend objects using Cloud Storage-Should be familiar with GCP Cloud SQL, Cloud Data Fusion and Google Big Query.30+ days ago"
1894,Full stack Java with cloud developer - ASE,CGI Information Systems and Management Consultants,3.6,"Bengaluru, Karnataka",,"Experience with one or more cloud environments (AWS, Azure or GCP) and related technologies (Docker, Kubernetes).2 days ago"
1895,Senior Software Engineer - Tibco iProcess Developer,CGI Information Systems and Management Consultants,3.6,"Bengaluru, Karnataka",,"As a key member of Tibco support & Development team, you will be focused on the design, development, implementation and deployment of Tibco Integrations…30+ days ago"
1896,Software Engineer II (Java) - Logistics,ANSR,2.7,"Bengaluru, Karnataka",,"Partner with engineers, architects and other teams to ensure that the ecosystem of services remains loosely coupled and independently scalable.30+ days ago"
1897,Software Engineer II - Java & Python,ANSR,2.7,"Bengaluru, Karnataka",,"Partner with engineers, architects and other teams to ensure that the ecosystem of services remains loosely coupled and independently scalable.30+ days ago"
1898,"Lead Developer - Java, Springboot",Falabella,,"Bengaluru, Karnataka",,Experience in building high-volume transactional customer facing systems desirable Strong programming knowledge in one of the language Java/Groovy is must…30+ days ago
1899,Hiring Senior Mobile Automation test Engineer,Sun Technology Integrators Private Limited,3.8,"Bengaluru, Karnataka",,Hands on experience in developing and running mobile test scripts on cloud platforms especially on Sauce labs.Relevant Years of Experience: 5+.30+ days ago
1900,AWS Developer,Encora Innovation Labs India Private Limited,,"Bengaluru, Karnataka",,"Experience on designing, Architecting and implementing scalable cloud-based web applications using AWS/Azure/GCP.Data base – RDS/SQL/MySQL/Dynamo DB.30+ days ago"
1901,Full stack Application Architect,7-Eleven,3.5,"Bengaluru, Karnataka",,"As a Full-Stack Engineer, youll using cutting-edge open-source frameworks, all on the cloud.Through machine learning, artificial intelligence, and next-level…30+ days ago"
1902,Lead Developer I - Java & Python,ANSR,2.7,"Bengaluru, Karnataka",,"Partner with engineers, architects and other teams to ensure that the ecosystem of services remains loosely coupled and independently scalable.30+ days ago"
1903,"Senior Software Engineer-Java ,Springboot, Angular / React J...",UnitedHealth Group,3.6,"Gurgaon, Haryana",,"? Communicate effectively with other engineers and QA.Hands on experience on building, maintaining, optimizing or modernizing applications on (or to) Public…30+ days ago"
1904,Lead Application Engineer Retail Commerce POS,Nike,4.1,"Bengaluru, Karnataka",,"As a Lead Application Engineer, you will be part of Retail Commerce organization, which is responsible for building next generation tools for Nike stores to…30+ days ago"
1905,Hiring! Site Reliability Engineer @ Innova Solutions,Innova Solutions Private Limited,4.0,"Pune, Maharashtra",,"We are seeking a senior Service Reliability Engineer who will be responsible for improving and.Maintaining software development, test, and live infrastructure…30+ days ago"
1906,AWS Devops Engineer,Star Jobs Private Limited,,"Noida, Uttar Pradesh",,"Knowledge on security related to cloud-based infrastructure.Enhance/maintain our VPC PaaS infrastructure in AWS cloud, set-up new application environments.30+ days ago"
1907,AWS Solution Engineer,Cynosure Corporate Solutions,,"Chennai, Tamil Nadu",,Deploy and maintain critical applications on cloud-native microservices architecture.Must have minimum 5+ years of working experience in Architect role on…30+ days ago
1908,Dotnet Developer with React or Angular Knowledge - Hyderabad,2COMS Consulting Private Limited,3.8,"Hyderabad, Telangana","₹50,000 - ₹2,00,000 a year","Looking for Software and Senior Software Engineers with 4 to 10 years of experience working with architectural and design concepts like microservices, event…30+ days ago"
1909,Vulnerability Remediation Engineer - Linux - Software Engine...,7-Eleven,3.5,"Bengaluru, Karnataka",,"Responsibilities Conduct vulnerability scans, analyze reports, and validate potential findings Track and provide metrics on vulnerabilities and remediation…30+ days ago"
1910,Lead Engineer- Python,Nike,4.1,"Bengaluru, Karnataka",,"A minimum of 8-12 years software development experience Technical Leadership in a highly collaborative, multi-discipline development team environment Experience…30+ days ago"
1911,Senior Software Engineer-Python,CGI Information Systems and Management Consultants,3.6,"Hyderabad, Telangana",,"Experience with microservices and cloud native frameworks a big plus.Possess sufficient knowledge and skills to effectively deal with issues, challenges within…30+ days ago"
1912,Principal Data Engineer - Python,ANSR,2.7,"Bengaluru, Karnataka",,"Advanced experience building cloud scalable, real time and high-performance data lake solutions leveraging AWS, EMR, Spark, S3, Lamda & Streaming technologies.30+ days ago"
1913,Lead Engineer (Java) - Logistics Fulfillment,ANSR,2.7,"Bengaluru, Karnataka",,"Partner with engineers, architects and other teams to ensure that the ecosystem of services remains loosely coupled and independently scalable.30+ days ago"
1914,Software Engineer II (Java) - Logistics Fulfillment,ANSR,2.7,"Bengaluru, Karnataka",,"Partner with engineers, architects and other teams to ensure that the ecosystem of services remains loosely coupled and independently scalable.30+ days ago"
1915,Senior Engineering Manager I,Walmart,3.5,"Bengaluru, Karnataka",,Mentoring/coaching Senior staff engineers and other Engineers.3+ years of leadership/management experience with a team of 10+ engineers.21 days ago
1916,Java Developer,2COMS Consulting Private Limited,3.8,"Kolkata, West Bengal",,"We have been retained by a Software Engineer Company for the position of Java Developer.Applications (Automating Workflows, Extracting Insight from data,…30+ days ago"
1917,Lead Developer - Java & Python,ANSR,2.7,"Bengaluru, Karnataka",,"Partner with engineers, architects and other teams to ensure that the ecosystem of services remains loosely coupled and independently scalable.30+ days ago"
1918,Lead Engineer - Backend,Gainsight,4.1,"Hyderabad, Telangana+1 location",,"Ability to train and mentor junior engineers.Work with QA engineers to develop testing protocols to identify and correct defects.30+ days ago·More...View all Gainsight jobs - Hyderabad jobsSalary Search: Lead Engineer - Backend salaries in Hyderabad, Telangana"
1919,Sr. Software Engineer,Fanatics Inc.,3.6,"Hyderabad, Telangana•Remote",,"As the global leader in licensed sports merchandise, we challenge ourselves by improving our new fully responsive NodeJS cloud commerce platform, Elasticsearch…30+ days ago·More...View all Fanatics Inc. jobs - Hyderabad jobsSalary Search: Sr. Software Engineer salaries in Hyderabad, Telangana"
1920,Lead Cloud Development Engineer,DTCC,3.7,"Chennai, Tamil Nadu",,"You will develop Software centered around the compliance of DTCC’s public cloud assets, shared services aimed at improving cloud consumption, and holistic…30+ days ago·More...View all DTCC jobs - Chennai jobsSalary Search: Lead Cloud Development Engineer salaries in Chennai, Tamil Nadu"
1921,Associate Architect,Pegasystems,3.6,"Hyderabad, Telangana",,"You will write code that is clean, modularized and uses latest cloud technologies, build test frameworks and write automated tests for features built.30+ days ago·More...View all Pegasystems jobs - Hyderabad jobsSalary Search: Associate Architect salaries in Hyderabad, Telangana"
1922,"Consultant- New Relic, Could Watch, Amazon SNS",Genpact,3.8,"Noida, Uttar Pradesh",,"In this role, you will be responsible for end-to-end ownership of problem management process.To support Engineer using Agile Methodology and should have an end…1 day ago·More...View all Genpact jobs - Noida jobsSalary Search: Consultant- New Relic, Could Watch, Amazon SNS salaries in Noida, Uttar PradeshSee popular questions & answers about Genpact"
1923,Endpoint Engineer,Workday,,"Pune, Maharashtra",,"Join a team of hardworking, dynamic and passionate engineers that are focused on the manageability of endpoint devices and related security practices.29 days ago·More...View all Workday jobs - Pune jobsSalary Search: Endpoint Engineer salaries in Pune, Maharashtra"
1924,Associate DevOps Engineer,Xperi,,"Bengaluru, Karnataka",,"Work on Experience with private cloud Nutanix or Openstack etc.Provision of critical system security by leveraging best practices and prolific cloud security…30+ days ago·More...View all Xperi jobs - Bengaluru jobsSalary Search: Associate DevOps Engineer salaries in Bengaluru, Karnataka"
1925,Cloud Site Reliability Engineer,"Cornerstone OnDemand, Inc.",3.6,"Andheri, Mumbai, Maharashtra",,"Assist with the design and building of reliable, fault tolerant cloud infrastructure following industry best practices.30+ days ago·More...View all Cornerstone OnDemand, Inc. jobs - Andheri, Mumbai, Maharashtra jobsSalary Search: Cloud Site Reliability Engineer salaries in Andheri, Mumbai, MaharashtraSee popular questions & answers about Cornerstone OnDemand, Inc."
1926,DevOps Engineer,NCR,3.6,"Hyderabad, Telangana",,"Experience with cloud virtualization and PaaS.This includes Windows Servers, Linux Servers running in in-house Datacenters and/or using cloud PaaS providers …24 days ago·More...View all NCR jobs - Hyderabad jobsSalary Search: DevOps Engineer salaries in Hyderabad, TelanganaSee popular questions & answers about NCR"
1927,"Application Engineer, Salesforce",Google,4.3,"Bengaluru, Karnataka",,"Bachelor's degree in Computer Science, Engineering, related field, or equivalent practical experience.Salesforce Certified Platform Developer (PD1) certified-…30+ days ago·More...View all Google jobs - Bengaluru jobsSalary Search: Application Engineer, Salesforce salaries in Bengaluru, KarnatakaSee popular questions & answers about Google"
1928,Digital Solutions - Sr. GCP Data Engineer,Telus International,3.8,India,,"Should be able to develop backend objects using Cloud Storage-Should be familiar with GCP Cloud SQL, Cloud Data Fusion and Google Big Query.30+ days ago"
1929,Vulnerability Remediation Engineer - Linux - Software Engine...,7-Eleven,3.5,"Bengaluru, Karnataka",,"Responsibilities Conduct vulnerability scans, analyze reports, and validate potential findings Track and provide metrics on vulnerabilities and remediation…30+ days ago"
1930,Sales Force SME/Lead Engineer,CGI Information Systems and Management Consultants,3.6,"Bengaluru, Karnataka",,Experience delivering Portals/Communities on the Force.com platform and/or other cloud based solutions.Salesforce Senior Engineer should have sound knowledge…30+ days ago
1931,Java Developer,CGI Information Systems and Management Consultants,3.6,"Bengaluru, Karnataka",,"Member with AI/ML, Azure cloud and docker knowledge will be given priority.. Proven experience as a Software Engineer with very good Knowledge of Java,…30+ days ago"
1932,"Software Developer II - Spring Boot, Microservices, AWS",Advance Auto Parts,3.4,"Hyderabad, Telangana",,"Will often require to take a lead role in the entire development cycle, conduct design and code reviews, and have a heavy input throughout the process, from…30+ days ago"
1933,Principal Engineer (Java) - Inventory Order,ANSR,2.7,"Bengaluru, Karnataka",,"Experience working in a distributed/cloud-based environment (e.g. Amazon EC2, GCE, Rackspace, Azure etc.).Design RESTful APIs following domain-driven design.30+ days ago"
1934,JAVA Backend Developer,Aspire Systems India Private Limited,3.9,"Hyderabad, Telangana",,Candidate should have minimum 3+ years of experience in Oops and Core Java.Should have strong experience in Persistence Frameworks(Hibernate) & Should be…30+ days ago
1935,Principal Engineer I - Java & Python,Nike,4.1,"Bengaluru, Karnataka",,"Experience working in a distributed/cloud-based environment (e.g. Amazon EC2, GCE, Rackspace, Azure etc.).Design RESTful APIs following domain-driven design.30+ days ago"
1936,ImmediateJoiners! Java AWS @ Innova Solutions - Chennai,Innova Solutions Private Limited,4.0,"Chennai, Tamil Nadu",,"Minimum 2 to 5 years in Java/.Good Experience in Java Script / HTML/ CSS.Cloud application development, including serverless and containerized in AWS,…30+ days ago"
1937,Senior Engineering Manager I,Walmart,3.5,"Bengaluru, Karnataka",,Mentoring/coaching Senior staff engineers and other Engineers.3+ years of leadership/management experience with a team of 10+ engineers.21 days ago
1938,Principal Data Engineer - Java/Python/Scala,ANSR,2.7,"Bengaluru, Karnataka",,"Advanced experience building cloud scalable, real time and high-performance data lake solutions leveraging AWS, EMR, Spark, S3, Lamda & Streaming technologies.30+ days ago"
1939,AWS Developer,Encora Innovation Labs India Private Limited,,"Bengaluru, Karnataka",,"Experience on designing, Architecting and implementing scalable cloud-based web applications using AWS/Azure/GCP.Data base – RDS/SQL/MySQL/Dynamo DB.30+ days ago"
1940,Senior Software Engineer - Oracle ADF,CGI Information Systems and Management Consultants,3.6,"Bengaluru, Karnataka",,"Possess sufficient knowledge and skills to effectively deal with issues, challenges within field of specialization to develop simple applications solutions.30+ days ago"
1941,Lead Developer - Java,ANSR,2.7,"Bengaluru, Karnataka",,"Partner with engineers, architects and other teams to ensure that the ecosystem of services remains loosely coupled and independently scalable.30+ days ago"
1942,Digital Solutions : Android Developer,Telus International,3.8,India,,Familiarity with cloud message APIs and push notifications.Technical acumen to partner with engineers and user experience to launch features on mobile apps and…30+ days ago
1943,Engineering Manager,Zipcar,,"Bengaluru, Karnataka",,Drive technical discovery through collaboration with your engineers and implement software alongside your team.Have a good understanding of REST architecture.30+ days ago
1944,Vulnerability Remediation Engineer - Linux - Software Engine...,7-Eleven,3.5,"Bengaluru, Karnataka",,"Responsibilities Conduct vulnerability scans, analyze reports, and validate potential findings Track and provide metrics on vulnerabilities and remediation…30+ days ago"
1945,Senior Software Engineer - Guidewire Claim center - Configur...,CGI Information Systems and Management Consultants,3.6,"Chennai, Tamil Nadu",,". Experience in implementing cloud solution.Possess sufficient knowledge and skills to effectively deal with issues, challenges within field of specialization…9 days ago"
1946,Lead Software Engineer - Java,Nike,4.1,"Bengaluru, Karnataka",,10+ years of professional experience in application engineering.4+ years hands-on experience in Java.2+ year with Spring Boot.30+ days ago
1947,Lead Developer - Java,Advance Auto Parts,3.4,"Hyderabad, Telangana",,O 3+ years working experience with major cloud platforms such as AWS.Deep hands-on experience with the following technologies: > Deep technical hands-on…30+ days ago
1948,Senior Test Engineer_Oracle EBS Finance,CGI Information Systems and Management Consultants,3.6,"Bengaluru, Karnataka",,Works independently under limited supervision and applies knowledge of subject matter in Test Automation.Possess sufficient knowledge and skills to effectively…30+ days ago
1949,Principal Data Engineer - Python,ANSR,2.7,"Bengaluru, Karnataka",,"Advanced experience building cloud scalable, real time and high-performance data lake solutions leveraging AWS, EMR, Spark, S3, Lamda & Streaming technologies.30+ days ago"
1950,"Software Developer II - Spring Boot, Microservices, AWS",Advance Auto Parts,3.4,"Hyderabad, Telangana",,"Will often require to take a lead role in the entire development cycle, conduct design and code reviews, and have a heavy input throughout the process, from…30+ days ago"
1951,"Senior Data Engineer, ED&A - ICC",Nike,4.1,"Bengaluru, Karnataka",,"Strong understanding of Data warehousing, Data modelling, Governance and Data Architecture Experience in Amazon Web Services (AWS) or other cloud platform tools…30+ days ago"
1952,Principal Engineer (Java) - Inventory,ANSR,2.7,"Bengaluru, Karnataka",,"Experience working in a distributed/cloud-based environment (e.g. Amazon EC2, GCE, Rackspace, Azure etc.).Design RESTful APIs following domain-driven design.30+ days ago"
1953,Principal Engineer I - Java,ANSR,2.7,"Bengaluru, Karnataka",,"Experience working in a distributed/cloud-based environment (e.g. Amazon EC2, GCE, Rackspace, Azure etc.).Design RESTful APIs following domain-driven design.30+ days ago"
1954,Principal Software Engineer,Freshtohome Foods Private Limited,,"Bengaluru, Karnataka",,"Work with other engineers in planning, prioritizing and executing assigned tasks within deadlines.Strong experience with Spring Boot stack (spring cloud,…30+ days ago"
1955,Java Full Stack Developer,IPS Vantage Tech Services Private Limited,,"Mumbai, Maharashtra",,"Ï'· Act in a technical leadership capacity: Mentor junior engineers and new team members, perform.Ï'· Team with top-notch engineers, product managers, Dev Ops…30+ days ago"
1956,Lead Developer,Freshtohome Foods Private Limited,,"Ernakulam, Kerala",,"Work with other engineers in planning, prioritizing and executing assigned tasks within deadlines.Strong experience with Spring Boot stack (spring cloud,…30+ days ago"
1957,Lead Developer I - Java,ANSR,2.7,"Bengaluru, Karnataka",,"Partner with engineers, architects and other teams to ensure that the ecosystem of services remains loosely coupled and independently scalable.30+ days ago"
1958,Senior Software Engineer II,Nike,4.1,"Bengaluru, Karnataka",,Should have experience in public cloud technologies.5+ years of professional experience in application engineering.3+ years hands-on experience in Java.30+ days ago
1959,Digital Solutions - Sr. GCP Data Engineer,Telus International,3.8,India,,"Should be able to develop backend objects using Cloud Storage-Should be familiar with GCP Cloud SQL, Cloud Data Fusion and Google Big Query.30+ days ago"
1960,Principal Software Engineer,ANSR,2.7,"Bengaluru, Karnataka",,"Experience working in a distributed/cloud-based environment (e.g. Amazon EC2, GCE, Rackspace, Azure etc.).Design RESTful APIs following domain-driven design.30+ days ago"
1961,Lead Developer - Java,Advance Auto Parts,3.4,"Hyderabad, Telangana",,O 3+ years working experience with major cloud platforms such as AWS.Deep hands-on experience with the following technologies: > Deep technical hands-on…30+ days ago
1962,Senior Software Engineer-Python,CGI Information Systems and Management Consultants,3.6,"Hyderabad, Telangana",,"Experience with microservices and cloud native frameworks a big plus.Possess sufficient knowledge and skills to effectively deal with issues, challenges within…30+ days ago"
1963,"Senior Data Engineer, ED&A - ICC",Nike,4.1,"Bengaluru, Karnataka",,"Strong understanding of Data warehousing, Data modelling, Governance and Data Architecture Experience in Amazon Web Services (AWS) or other cloud platform tools…30+ days ago"
1964,Senior Security Engineer,Cynosure Corporate Solutions,,"Chennai, Tamil Nadu",,Good knowledge in cloud AWS/Azure.Candidate should have experience in enterprise Anti-virus/End point management.Experience in Enterprise Email Security.30+ days ago
1965,Software Engineer III,Nike,4.1,"Bengaluru, Karnataka",,"Partner with engineers, architects and other teams to ensure that the ecosystem of services remains loosely coupled and independently scalable.30+ days ago"
1966,Software Engineer II (Java) - Inventory,ANSR,2.7,"Bengaluru, Karnataka",,"Partner with engineers, architects and other teams to ensure that the ecosystem of services remains loosely coupled and independently scalable.30+ days ago"
1967,Senior Software Engineer_ MDM Developer,CGI Information Systems and Management Consultants,3.6,"Bengaluru, Karnataka",,". Experience with MDM implementations, cloud and big data solutions, real-time data integration, ESB is a plus, otherwise a willingness to learn and progress in…30+ days ago"
