,title,company,rating,location,salary,summary
242,TTT- RPA- Developer - Tax Senior,EY,4.0,"Hyderabad, Telangana+1 location",,"As a member of EY’s core Tax practice, you’ll develop a deep tax technical knowledge and outstanding database, data analytics and programming skills.9 days ago·More...View all EY jobs - Hyderabad jobsSalary Search: TTT- RPA- Developer - Tax Senior salaries in Hyderabad, TelanganaSee popular questions & answers about EY"
243,Python/Django Developer,Arccus Inc,,"Bengaluru, Karnataka•Remote","₹15,000 - ₹60,000 a month","Integration of user-facing elements developed by front-end developers with server side logic.Educational qualification as BTech / MTech / MCA / Bachelor’s…18 days ago·More...View all Arccus Inc jobs - Bengaluru jobsSalary Search: Python/Django Developer salaries in Bengaluru, Karnataka"
244,Sr. Python Developer,HashStudioz Technologies Pvt Ltd,,"Noida, Uttar Pradesh•Remote","₹9,53,939 a year","Writing efficient, reusable, testable, and scalable code.Understanding, analyzing, and implementing – Business needs, feature modification requests, conversion…9 days ago·More...View all HashStudioz Technologies Pvt Ltd jobs - Noida jobsSalary Search: Sr. Python Developer salaries in Noida, Uttar Pradesh"
245,Senior Developer (Python),Codesvera,,"Thiruvananthapuram, Kerala","₹20,000 - ₹40,000 a month","Should have Experience of *2 - 4 years in Python/Django*.Additional experience is a plus.Salary package *20000 - 40000* depending on your experience.10 days ago·More...View all Codesvera jobs - Thiruvananthapuram jobsSalary Search: Senior Developer (Python) salaries in Thiruvananthapuram, Kerala"
246,Python/Django Developer,Syncor solution,,"Bellary, Karnataka•Remote","₹10,00,000 a year","Key Skills: Python, Django, AWS, GIT, Docker, Kubernetes, SQL, Apache Kafka.Web application and Scripting in Python.Job Types: Full-time, Walk-In.5 days ago·More...View all Syncor solution jobs - Bellary jobsSalary Search: Python/Django Developer salaries"
247,Software Developer,General Electric,4.0,"Hyderabad, Telangana",,"The Product Firmware includes algorithms, communications, operating systems and hardware abstraction drivers in the firmware architecture.Today·More...View all General Electric jobs - Hyderabad jobsSalary Search: Software Developer salaries in Hyderabad, TelanganaSee popular questions & answers about General Electric"
248,Data Engineer (Spark Developer),Helius Technologies,,"Hyderabad, Telangana",,"The role requires someone with extensive business knowledge, analytical and relationship skills, strategic mindset and programme management discipline to help…30+ days ago·More...View all Helius Technologies jobs - Hyderabad jobsSalary Search: Data Engineer (Spark Developer) salaries in Hyderabad, Telangana"
249,Django Python Developer,Dynakode Innovations Pvt Ltd,,"Delhi, Delhi•Remote","₹3,00,000 - ₹6,00,000 a year","Work closely with the Chief Technology Officer to develop, maintain, and secure the firm’s data and app infrastructure.Total work: 1 year (Preferred).18 days ago·More...View all Dynakode Innovations Pvt Ltd jobs - Delhi jobsSalary Search: Django Python Developer salaries in Delhi, Delhi"
250,Python Developer,whiz.ai,,"Pune, Maharashtra",,"Whiz AI is pre-trained on life sciences data and business terminologies, enabling it to answer even the most complex questions from billions of records in…7 days ago·More...View all whiz.ai jobs - Pune jobsSalary Search: Python Developer salaries in Pune, Maharashtra"
251,Software Developer - Intern (Python),Castus Info,,"Hyderabad, Telangana",,"Expert in Python, with knowledge of at least one Python web framework ,such as Django, Flask, etc.Depending on your technology stack Familiarity with some ORM …30+ days ago·More...View all Castus Info jobs - Hyderabad jobsSalary Search: Software Developer - Intern (Python) salaries in Hyderabad, Telangana"
252,PowerBI Developer 2021,Bosch Group,4.1,"Bengaluru, Karnataka",,"Min 4+ years of work experience in Power BI.Good Hands on with Dashboards & Reports Creation in Power BI.Experience in Tabular Model creation.7 days ago·More...View all Bosch Group jobs - Bengaluru jobsSalary Search: PowerBI Developer 2021 salaries in Bengaluru, KarnatakaSee popular questions & answers about Bosch Group"
253,Python Developer,DSMATICS TECHNOLOGY SOLUTIONS PVT. LTD.,,"Pune, Maharashtra•Temporarily Remote","₹50,000 - ₹1,00,000 a month","We are looking for a Python Developer to join our engineering team and help us develop and maintain various software products.Temporarily due to COVID-19.21 days ago·More...View all DSMATICS TECHNOLOGY SOLUTIONS PVT. LTD. jobs - Pune jobsSalary Search: Python Developer salaries in Pune, Maharashtra"
254,Software Developer,Greenusys Technology Private Limited,,"Noida, Uttar Pradesh•Temporarily Remote","₹20,184 - ₹50,000 a month","Job Types: Full-time, Walk-In.Total work: 1 year (Preferred).Temporarily due to COVID-19.7 days ago·More...View all Greenusys Technology Private Limited jobs - Noida jobsSalary Search: Software Developer salaries in Noida, Uttar Pradesh"
255,IT/Software - Odoo developer,TeXByte Solutions,,"Cannanore, Kerala•Remote","₹12,000 - ₹35,000 a month","Odoo/Python developers to work on improving TeXByte's ERP software solution for MSME clients.TeXByte Solutions develop innovative and effective ERP solutions…3 days ago·More...View all TeXByte Solutions jobs - Cannanore jobsSalary Search: IT/Software - Odoo developer salaries in Cannanore, Kerala"
256,Sr. Python Developer,SAMSHA INFOTECH (IT SERVICES),,"Pune, Maharashtra•Remote","₹12,545 - ₹60,476 a month","Contract Role: W2 or C2C.Keys to the Position 1.Candidate should have at least 3 years of development experience working with Python and several years of…22 days ago·More...View all SAMSHA INFOTECH (IT SERVICES) jobs - Pune jobsSalary Search: Sr. Python Developer salaries in Pune, Maharashtra"
257,Junior Engineer/Junior Software Developer,Luxoft,4.4,"Bengaluru, Karnataka",,"Development and Maintenance of generic software modules for both classic AUTOSAR and adaptive AUTOSAR.Bootloader Development and Integration.1 day ago·More...View all Luxoft jobs - Bengaluru jobsSalary Search: Junior Engineer/Junior Software Developer salaries in Bengaluru, KarnatakaSee popular questions & answers about Luxoft"
258,Software Developer (Fresher/Junior/Senior),skilora,,"Hyderabad, Telangana",,"NET Bootstrap HTML Java jQuery MySQL Python REST API Software Testing Software Development RDBMS C# Linux Spring Boot AWS CSS Hibernate Cloud Computing Data…9 days ago·More...View all skilora jobs - Hyderabad jobsSalary Search: Software Developer (Fresher/Junior/Senior) salaries in Hyderabad, Telangana"
259,Python/Django Developer,Fidaato Infotech Pvt Ltd,,"Bhopal, Madhya Pradesh",,"Job Types: Full-time, Internship.30 days ago·More...View all Fidaato Infotech Pvt Ltd jobs - Bhopal jobsSalary Search: Python/Django Developer salaries in Bhopal, Madhya Pradesh"
260,Developer ( SnowFlake) - Part time,MoralMag,,Remote,"₹30,000 - ₹35,000 a month",Should have strong sql Exp. and have python and cloud technologies aAWS or azure experience.Our Client is looking for a part time employee who can work for 3-4…9 days ago·More...View all MoralMag jobs - Remote jobsSalary Search: Developer ( SnowFlake) - Part time salaries in Remote
261,Python Developer,Zaptas Technologies Pvt Ltd.,4.6,"Noida, Uttar Pradesh","₹40,000 - ₹1,00,000 a month","Mentor junior developers' technical product understanding and provide coaching to meet internal coding best practices.30+ days ago·More...View all Zaptas Technologies Pvt Ltd. jobs - Noida jobsSalary Search: Python Developer salaries in Noida, Uttar Pradesh"
262,iOS Developer,Through apps,,"Chennai, Tamil Nadu•Remote","₹20,000 - ₹40,000 a month","At least one live application on App Store (experienced developer).Knowledge on submitting app on AppStore successfully (experienced developer).Just posted·More...View all Through apps jobs - Chennai jobsSalary Search: iOS Developer salaries in Chennai, Tamil Nadu"
263,Python Developer,ACE TALENT CONSULTING,2.5,"Noida, Uttar Pradesh","₹4,00,000 - ₹9,00,000 a year"," Responsible for working on extraction of data, good in web scrapers and web crawlers which retrieved data and stored in structured format in Python.8 days ago·More...View all ACE TALENT CONSULTING jobs - Noida jobsSalary Search: Python Developer salaries in Noida, Uttar PradeshSee popular questions & answers about ACE TALENT CONSULTING"
264,Python Developer,DCKAP,,India•Remote,,Coordinating with front-end developers.Have 1+ years of experience as a Python developer in a competitive environment.30+ days ago·More...View all DCKAP jobs - India jobsSalary Search: Python Developer salaries in India
265,Front End Developer | Django / Python,Cy5.io,,"Delhi, Delhi•Temporarily Remote","₹20,000 a month","We're looking for front-end developers with experience on Python, Django and frontend technologies such as bootstrap, jquery.Temporarily due to COVID-19.12 days ago·More...View all Cy5.io jobs - Delhi jobsSalary Search: Front End Developer | Django / Python salaries in Delhi, Delhi"
266,Software Developer,Spae Analytics Private Limited,,"Hyderabad, Telangana•Temporarily Remote",,"Do you have Good knowledge in Angular, React, JAVA, Python, Node JS with Logical and analytical thinking towards the programming .Temporarily due to COVID-19.29 days ago·More...View all Spae Analytics Private Limited jobs - Hyderabad jobsSalary Search: Software Developer salaries in Hyderabad, Telangana"
267,Python Developer,ACE TALENT CONSULTING,2.5,"Noida, Uttar Pradesh","₹4,00,000 - ₹9,00,000 a year"," Responsible for working on extraction of data, good in web scrapers and web crawlers which retrieved data and stored in structured format in Python.8 days ago·More...View all ACE TALENT CONSULTING jobs - Noida jobsSalary Search: Python Developer salaries in Noida, Uttar PradeshSee popular questions & answers about ACE TALENT CONSULTING"
268,Python Developer,DCKAP,,India•Remote,,Coordinating with front-end developers.Have 1+ years of experience as a Python developer in a competitive environment.30+ days ago·More...View all DCKAP jobs - India jobsSalary Search: Python Developer salaries in India
269,Front End Developer | Django / Python,Cy5.io,,"Delhi, Delhi•Temporarily Remote","₹20,000 a month","We're looking for front-end developers with experience on Python, Django and frontend technologies such as bootstrap, jquery.Temporarily due to COVID-19.12 days ago·More...View all Cy5.io jobs - Delhi jobsSalary Search: Front End Developer | Django / Python salaries in Delhi, Delhi"
270,Software Developer,Spae Analytics Private Limited,,"Hyderabad, Telangana•Temporarily Remote",,"Do you have Good knowledge in Angular, React, JAVA, Python, Node JS with Logical and analytical thinking towards the programming .Temporarily due to COVID-19.29 days ago·More...View all Spae Analytics Private Limited jobs - Hyderabad jobsSalary Search: Software Developer salaries in Hyderabad, Telangana"
271,Technology Lead - Python,Vivify Healthcare Pvt. Ltd.,,"Visakhapatnam, Andhra Pradesh","₹80,000 - ₹1,30,000 a month","Hospital Information System-iHelix Hospital is an enterprise-wide solution that provides complete patient information across all points of care.29 days ago·More...View all Vivify Healthcare Pvt. Ltd. jobs - Visakhapatnam jobsSalary Search: Technology Lead - Python salaries in Visakhapatnam, Andhra Pradesh"
272,Python Developer,BIT MONK SOFTWARE,,"Bengaluru, Karnataka",,"Job Type: Part-time / Freelancer.30+ days ago·More...View all BIT MONK SOFTWARE jobs - Bengaluru jobsSalary Search: Python Developer salaries in Bengaluru, Karnataka"
273,Backend Developer- Python,Ignite Solutions,4.3,"Pune, Maharashtra•Temporarily Remote","₹8,00,000 - ₹18,00,000 a year","We work on multiple cloud platforms (Azure, Google App Engine, Amazon, Docker).We work in HTML5, iOS, and Android.Temporarily due to COVID-19.11 days ago·More...View all Ignite Solutions jobs - Pune jobsSalary Search: Backend Developer- Python salaries in Pune, Maharashtra"
274,Python Developer,Karvy Analytics,,"Hyderabad, Telangana",,"Understanding python integration with MSQL, Django, flask and REST API.The role will participate in requirement gathering, writing clean Python code, code…30+ days ago·More...View all Karvy Analytics jobs - Hyderabad jobsSalary Search: Python Developer salaries in Hyderabad, Telangana"
275,Python Developer,HRhelpdesk,,"Bengaluru, Karnataka","₹5,00,000 - ₹10,00,000 a year","Integration of user-facing elements developed by front-end developers with server side logic.Time-series experience would be nice: understanding basic time…8 days ago·More...View all HRhelpdesk jobs - Bengaluru jobsSalary Search: Python Developer salaries in Bengaluru, Karnataka"
276,Python Developer (Automation),GSN Solutions LLC,,"Pune, Maharashtra•Remote","₹10,00,000 - ₹15,00,000 a year","The ideal candidates are enthusiastic and motivated persons with a passion for creating lasting customer experiences and are able to respond quickly to multiple…30+ days ago·More...View all GSN Solutions LLC jobs - Pune jobsSalary Search: Python Developer (Automation) salaries in Pune, Maharashtra"
